_step,constraint/satisfaction_rate,constraint/lambda,constraint/avg_penalty,constraint/avg_length
33,0.064453125,0.2712183547019957,0.2523035065871,7911.078125
34,0.05859375,0.2762965154647826,0.2794584238385378,8256.029296875
35,0.109375,0.2806422376632689,0.2493550123975637,7656.015625
36,0.083984375,0.2857458400726317,0.2924238074321145,8276.87109375
37,0.068359375,0.2908307218551635,0.2944584808338188,8261.53515625
38,0.109375,0.2953161907196044,0.2693601779846856,7770.49609375
39,0.052734375,0.3006440186500548,0.3194084150494746,8460.556640625
40,0.095703125,0.3055772471427916,0.3025145569588403,8137.30078125
41,0.078125,0.310427758693695,0.3018377306601174,8069.5390625
42,0.068359375,0.315223844051361,0.30246039432922,8024.953125
43,0.12109375,0.319876410961151,0.3020940766326285,7907.3828125
44,0.09375,0.3243259477615355,0.2911225668258999,7741.060546875
45,0.080078125,0.3292865920066832,0.3293038433106174,8159.759765625
46,0.107421875,0.3335815811157225,0.2910208305399033,7614.455078125
47,0.08203125,0.3381657576560973,0.3120517789131374,7851.357421875
48,0.1171875,0.3422760295867919,0.2881485880027779,7463.134765625
49,0.08984375,0.3469665360450743,0.3290210983911218,7938.462890625
50,0.078125,0.3515905547142027,0.3273513600602302,7883.99609375
51,0.10546875,0.3558372330665587,0.3087304638325278,7574.87890625
52,0.126953125,0.3597934436798095,0.2928961062757617,7336.927734375
53,0.099609375,0.3640946197509764,0.3193332542403506,7619.5234375
54,0.125,0.3681746125221251,0.3076944264543999,7438.330078125
55,0.099609375,0.3727078843116759,0.3431644295216073,7809.65625
56,0.107421875,0.3768705821037291,0.3191804612826988,7506.08203125
57,0.130859375,0.3807857036590575,0.3076841710239544,7303.267578125
58,0.1171875,0.3846774554252623,0.3083098419524503,7284.123046875
59,0.05859375,0.3893947553634642,0.3693863049904743,7960.412109375
60,0.087890625,0.393795609474182,0.3521906625092402,7701.1796875
61,0.076171875,0.39841251373291,0.3714971644282058,7878.16796875
62,0.130859375,0.4026566600799559,0.3500348338081495,7572.8046875
63,0.1171875,0.4069293999671934,0.356367940475761,7596.228515625
64,0.15625,0.4108154344558714,0.3331476002205248,7279.439453125
65,0.140625,0.4149368596076964,0.3539959617418779,7472.271484375
66,0.142578125,0.4187126398086546,0.3259497416706087,7189.119140625
67,0.111328125,0.4227955770492552,0.3548295486588013,7440.7421875
68,0.126953125,0.4267155647277831,0.3425121735173663,7307.25390625
69,0.12109375,0.4305465722084044,0.339442990773159,7234.361328125
70,0.1484375,0.433959023952484,0.3114906989625091,6891.48046875
71,0.12890625,0.4374733328819274,0.3215146710125181,6974.921875
72,0.109375,0.4412680912017822,0.3423563763646256,7204.666015625
73,0.13671875,0.4451883435249328,0.3620679982506638,7307.470703125
74,0.115234375,0.4492458343505859,0.3723689185773366,7419.896484375
75,0.1328125,0.4525793981552123,0.3160578476015869,6826.85546875
76,0.1640625,0.4560734558105468,0.3358288507059205,6958.33203125
77,0.126953125,0.4598646497726439,0.3592963331111238,7201.74609375
78,0.18359375,0.4631223440170287,0.3232798369138547,6764.703125
79,0.134765625,0.4665381217002868,0.332653650834436,6894.205078125
80,0.1640625,0.4698454236984252,0.3275750088572228,6805.341796875
81,0.15234375,0.4729920983314514,0.3138924693062994,6673.755859375
82,0.12890625,0.4766860723495483,0.3638829629775953,7122.103515625
83,0.158203125,0.480165135860443,0.3511003295060962,6946.048828125
84,0.134765625,0.4838149428367614,0.3652287569614146,7085.921875
85,0.162109375,0.4866860580444335,0.3033998848215903,6448.017578125
86,0.15234375,0.4901242017745971,0.3522182039067407,6912.52734375
87,0.1484375,0.4929914593696594,0.2976289610671757,6444.857421875
88,0.189453125,0.4958704853057861,0.3051673345025903,6454.498046875
89,0.17578125,0.4985870099067687,0.2891743952475462,6321.376953125
90,0.18359375,0.5012518239021301,0.2912383468073992,6279.015625
91,0.185546875,0.5041055274009704,0.3096558078293481,6433.75390625
92,0.2734375,0.5063223910331726,0.2591267962769906,5912.0546875
93,0.220703125,0.5084883284568786,0.2507075085830353,5870.3359375
94,0.224609375,0.5109938263893127,0.2847679828076876,6148.50390625
95,0.22265625,0.5132077693939209,0.2587887711975667,5909.662109375
96,0.21875,0.5158251810073853,0.2955605545127809,6240.18359375
97,0.201171875,0.518351309299469,0.2864831021071787,6165.404296875
98,0.283203125,0.5200531792640687,0.2175731294269326,5490.171875
99,0.216796875,0.5222412753105165,0.256527830216295,5888.48828125
100,0.20703125,0.5245687365531922,0.2713732066372915,6002.65625
101,0.220703125,0.5266866946220399,0.2583647706023271,5831.03125
102,0.193359375,0.5295845484733582,0.3275384617800876,6469.921875
103,0.23828125,0.5318170285224916,0.2724382440846807,5924.84765625
104,0.23828125,0.5342017388343813,0.2888323003899323,6049.5546875
105,0.1875,0.536734540462494,0.297551727755298,6170.87109375
106,0.20703125,0.5391289567947389,0.2849720753434496,6057.505859375
107,0.267578125,0.5409201693534853,0.2314220055009672,5563.361328125
108,0.228515625,0.5430843043327334,0.2666334227883681,5868.859375
109,0.294921875,0.5447549915313723,0.221225943685748,5464.626953125
110,0.283203125,0.5466137552261355,0.2446442810674443,5618.69921875
111,0.30078125,0.5483013868331912,0.2304173588580055,5478.5078125
112,0.2578125,0.5502710747718814,0.2535876135471199,5709.568359375
113,0.341796875,0.5519059967994693,0.2307620288048283,5435.328125
114,0.322265625,0.5533214807510379,0.2100609354626396,5255.564453125
115,0.326171875,0.5547347021102909,0.2021941329180095,5253.7109375
116,0.357421875,0.556208271980286,0.2147725769504202,5303.1484375
117,0.283203125,0.5578515577316288,0.2241553135815708,5442.1796875
118,0.349609375,0.5591037917137149,0.1887561558071367,5121.830078125
119,0.302734375,0.5605915093421939,0.2062636868312281,5314.73828125
120,0.306640625,0.5620086550712589,0.1994847406002294,5256.92578125
121,0.357421875,0.5629634428024295,0.1582846832589666,4878.162109375
122,0.421875,0.5639124155044558,0.1738928970142434,4873.3984375
123,0.361328125,0.5650369048118594,0.1809175259588755,5017.181640625
124,0.3515625,0.5661098074913028,0.1797851065488089,4974.921875
125,0.306640625,0.5674233865737918,0.1923313822027614,5172.083984375
126,0.376953125,0.5685702681541446,0.1936867707739998,5035.525390625
127,0.47265625,0.5690628218650821,0.1434244007958569,4499.5
128,0.365234375,0.5701947665214542,0.189983469564171,5023.2890625
129,0.380859375,0.5711499953269962,0.1710332529376127,4878.5234375
130,0.3984375,0.5720580077171329,0.1653036664074227,4839.84375
131,0.4140625,0.5729251122474673,0.167637945675191,4806.33203125
132,0.41015625,0.5736541867256167,0.1498695700418956,4693.2578125
133,0.41796875,0.5744699120521548,0.167314619123232,4764.2421875
134,0.453125,0.57524288892746,0.1615485702624426,4729.22265625
135,0.501953125,0.5757018661499026,0.1327126581497169,4471.994140625
136,0.412109375,0.5763657736778262,0.1465366631273355,4639.873046875
137,0.486328125,0.5768871140480044,0.1413013426855197,4523.08203125
138,0.482421875,0.577591202259064,0.1563044456708167,4672.7890625
139,0.45703125,0.5784592533111576,0.1740076011722897,4807.107421875
140,0.525390625,0.578893465995789,0.1417456206546105,4451.70703125
141,0.470703125,0.5793767428398136,0.1367461467867792,4491.900390625
142,0.5078125,0.5797759461402896,0.137855148749179,4423.02734375
143,0.41015625,0.5805538868904117,0.1568123591507925,4733.2890625
144,0.623046875,0.5803268122673038,0.0819759078986818,3909.98046875
145,0.6015625,0.5800744700431827,0.0904333797594984,3889.28125
146,0.564453125,0.5800320792198185,0.1091221615081816,4061.2734375
147,0.640625,0.5796373605728153,0.0762038319104783,3772.646484375
148,0.462890625,0.5800398683547978,0.1260062952688713,4425.734375
149,0.48046875,0.5805946636199956,0.1460726049777122,4550.48828125
150,0.58984375,0.580526549816132,0.0933778824343973,4040.201171875
151,0.580078125,0.5805006408691411,0.1070699044243725,4074.775390625
152,0.583984375,0.5803299593925481,0.100455870189544,3956.177734375
153,0.611328125,0.5803113007545476,0.1043502642522879,4080.71484375
154,0.6484375,0.5799526071548466,0.0732306975731308,3802.158203125
155,0.65625,0.5795861959457402,0.0854655996519114,3795.8359375
156,0.552734375,0.57970950126648,0.1124415217234173,4197.01171875
157,0.607421875,0.579512147903443,0.08788997455963,3934.328125
158,0.6875,0.5789854240417486,0.083611987674799,3664.5078125
159,0.650390625,0.5786763334274297,0.0865127055608264,3842.79296875
160,0.658203125,0.5783132863044744,0.0902802099088603,3798.591796875
161,0.544921875,0.5784200787544256,0.1115884500421635,4183.484375
162,0.611328125,0.5780786418914801,0.0718079785937277,3816.294921875
163,0.6015625,0.5777833652496344,0.0873202095882334,3854.109375
164,0.658203125,0.5774147868156438,0.0769228214873283,3794.060546875
165,0.677734375,0.5766964221000677,0.0522289851046593,3507.515625
166,0.599609375,0.5765493202209477,0.0977488709873945,3975.494140625
167,0.61328125,0.5762135481834416,0.0801295984354966,3820.935546875
168,0.576171875,0.5761541700363164,0.106243659202803,4047.357421875
169,0.685546875,0.5755206274986272,0.0600481114124477,3577.001953125
170,0.65625,0.5750568556785588,0.0732112364395016,3716.078125
171,0.673828125,0.574582250118256,0.075796432967096,3707.203125
172,0.71484375,0.5738148903846745,0.055360836724708,3467.37890625
173,0.70703125,0.573066513538361,0.0674042715962901,3482.9296875
174,0.607421875,0.5728878664970403,0.0839758951227668,3949.65234375
175,0.64453125,0.5723339581489568,0.0793073938492239,3642.23828125
176,0.669921875,0.5716765022277838,0.0566954354294285,3557.412109375
177,0.677734375,0.5711660790443426,0.0706235090101563,3677.861328125
178,0.705078125,0.5704903030395513,0.0586074149052968,3542.404296875
179,0.72265625,0.5696505498886113,0.049950055577192,3408.07421875
180,0.767578125,0.568745670318604,0.0492889929678859,3354.72265625
181,0.69140625,0.5680369067192083,0.0579826321886958,3515.380859375
182,0.76953125,0.5670415139198308,0.047518246981324,3280.57421875
183,0.697265625,0.5661749505996709,0.0507907453452446,3386.111328125
184,0.7421875,0.5653558588027959,0.055858276273691,3425.0
185,0.72265625,0.5645689010620122,0.0630737207280982,3451.32421875
186,0.66015625,0.5641056966781621,0.0823338620963114,3716.54296875
187,0.681640625,0.5634195065498357,0.0617168136869577,3533.873046875
188,0.76953125,0.5623103165626532,0.0354831844938133,3187.3515625
189,0.759765625,0.5613430070877081,0.0495478264797271,3303.580078125
190,0.7421875,0.5604088997840887,0.0479534732846151,3330.779296875
191,0.794921875,0.5591359210014349,0.0436256193801171,3053.17578125
192,0.728515625,0.5581514167785651,0.0514218458231471,3289.494140625
193,0.775390625,0.5570283293724066,0.0396053849844066,3175.966796875
194,0.74609375,0.5560553860664375,0.0452735322673448,3298.96484375
195,0.76953125,0.5549521517753608,0.0404846328412657,3192.23046875
196,0.78515625,0.5537261795997627,0.0352687944357967,3091.68359375
197,0.849609375,0.5522594738006599,0.0287533889924214,2894.474609375
198,0.7578125,0.551257867813111,0.0426267591875012,3275.484375
199,0.76171875,0.5501952767372138,0.0351218074560074,3225.525390625
200,0.78515625,0.5489426016807563,0.0448252032245477,3069.80859375
201,0.765625,0.5478609180450446,0.0296915327042825,3209.884765625
202,0.767578125,0.5467442345619208,0.0355122421342321,3181.212890625
203,0.794921875,0.5455042457580572,0.0370643302627559,3080.201171875
204,0.78515625,0.5442658829689032,0.035922115487665,3081.533203125
205,0.890625,0.5425630688667303,0.0172325394769359,2701.0546875
206,0.796875,0.541189861297608,0.0301914334347771,2971.068359375
207,0.771484375,0.5402204275131232,0.0460519965638468,3301.83984375
208,0.849609375,0.5386544418334966,0.0262058756502938,2813.14453125
209,0.728515625,0.5377506089210515,0.0475879677346711,3355.580078125
210,0.796875,0.5366278553009038,0.038525487178199,3176.240234375
211,0.7421875,0.5356587815284735,0.0533229202664324,3302.134765625
212,0.908203125,0.5339504885673528,0.0130995732638689,2696.56640625
213,0.830078125,0.5324453067779547,0.0275790772064283,2862.955078125
214,0.771484375,0.531238038539887,0.0404796671018903,3107.005859375
215,0.814453125,0.529966626167298,0.0317242900050258,3054.458984375
216,0.80859375,0.5286944532394415,0.0271405628603656,3053.8359375
217,0.814453125,0.5272697067260749,0.0252897800308074,2928.84765625
218,0.78515625,0.5260212206840522,0.0320844372819556,3073.240234375
219,0.8203125,0.5245939373970039,0.0257834555430395,2926.76953125
220,0.806640625,0.5233113050460823,0.0333762146401739,3045.267578125
221,0.861328125,0.5216857933998115,0.0185349069195808,2764.380859375
222,0.84765625,0.5202160358428962,0.0244502901780481,2891.974609375
223,0.7421875,0.5192228388786323,0.0476319136555276,3282.373046875
224,0.818359375,0.5178267717361458,0.023778038714363,2952.341796875
225,0.837890625,0.5163853144645698,0.0231066843505232,2915.158203125
226,0.818359375,0.5149710297584541,0.0227286638436158,2937.41796875
227,0.85546875,0.5134306502342232,0.0177005084696191,2834.12109375
228,0.859375,0.5118277907371529,0.0253166373631575,2782.9375
229,0.919921875,0.5099893045425423,0.008888854964465,2589.912109375
230,0.85546875,0.5084654521942147,0.0239135304696538,2847.66015625
231,0.822265625,0.507067573070527,0.0277368773131457,2950.857421875
232,0.796875,0.5057135748863228,0.0397212829454418,2986.8046875
233,0.849609375,0.5041281008720406,0.0252691363328756,2797.1796875
234,0.845703125,0.5024593353271493,0.0244887055835897,2728.947265625
235,0.84765625,0.5008855724334725,0.0215414125346797,2806.7734375
236,0.810546875,0.4995945501327523,0.026077599687851,3038.39453125
237,0.8046875,0.4981586241722116,0.0252456821707574,2919.689453125
238,0.890625,0.4963651704788216,0.0118860536748548,2626.802734375
239,0.875,0.4947381210327157,0.0164794546889106,2763.12109375
240,0.82421875,0.4932119917869576,0.0242604631856739,2845.794921875
241,0.8828125,0.491430923938752,0.0108522291894041,2636.94921875
242,0.8828125,0.4896488404273995,0.015281995632489,2636.1171875
243,0.841796875,0.4879883551597603,0.0203330797755529,2735.73046875
244,0.88671875,0.4862907004356392,0.0163446798530253,2705.28125
245,0.85546875,0.4844993996620186,0.0182611299708878,2628.56640625
246,0.88671875,0.4826909112930305,0.0124288075938307,2614.486328125
247,0.89453125,0.4808729624748237,0.0130112253262496,2606.736328125
248,0.876953125,0.4791445016860969,0.017644947151357,2680.044921875
249,0.896484375,0.477247242927552,0.0100425703867017,2541.765625
250,0.89453125,0.4753080058097847,0.011271958559364,2507.376953125
251,0.9375,0.4734344792366036,0.0064842996817674,2561.20703125
252,0.900390625,0.4715570497512825,0.0122341321626993,2558.009765625
253,0.865234375,0.4697239804267891,0.0202197192119524,2594.349609375
254,0.86328125,0.4680589246749886,0.015872025692455,2731.986328125
255,0.857421875,0.4662017440795906,0.014654516694145,2574.59765625
256,0.875,0.4645161008834846,0.0147911068172834,2715.12109375
257,0.912109375,0.4625725245475777,0.0088214007538727,2503.822265625
258,0.86328125,0.461133129596711,0.0212856167621089,2916.84765625
259,0.830078125,0.4594864392280586,0.0206575747138129,2747.03125
260,0.876953125,0.4578781604766853,0.021961071139882,2778.498046875
261,0.86328125,0.456292960643769,0.0162442174041871,2797.404296875
262,0.87890625,0.4546122980117805,0.0138370547891145,2719.201171875
263,0.845703125,0.4529690694808967,0.0161127459997738,2749.8671875
264,0.892578125,0.4510486745834358,0.0115813009912949,2522.8125
265,0.900390625,0.4492743873596199,0.0108248137434884,2642.50390625
266,0.8984375,0.447403619289399,0.0101703893020203,2563.466796875
267,0.837890625,0.4457455897331245,0.0203721363130489,2737.7421875
268,0.88671875,0.4438091874122627,0.0122893162979028,2509.69921875
269,0.84765625,0.4421694278717049,0.0200696411597391,2752.708984375
270,0.93359375,0.440049874782563,0.0071020293275978,2359.662109375
271,0.8984375,0.4382227945327766,0.0098352516798058,2599.255859375
272,0.884765625,0.4363109946250923,0.0115321348117231,2529.853515625
273,0.91015625,0.4342321228981026,0.0133996228789442,2392.98828125
274,0.85546875,0.4324446225166328,0.021120538345325,2631.6796875
275,0.90625,0.4305792689323433,0.0103467816467366,2567.90234375
276,0.86328125,0.4287799596786506,0.0134866048995775,2622.005859375
277,0.86328125,0.427053880691529,0.0128320021864851,2681.99609375
278,0.90625,0.4251453328132636,0.0107016385040197,2532.517578125
279,0.837890625,0.4235270905494697,0.0204050914425784,2770.3359375
280,0.865234375,0.421846270561219,0.0122111156130188,2719.072265625
281,0.923828125,0.419854435920716,0.0050917599900799,2464.2890625
282,0.92578125,0.4177400565147406,0.005163014434795,2363.900390625
283,0.9375,0.4156150126457221,0.0062367635581381,2355.1640625
284,0.921875,0.4135780739784247,0.0071788970079796,2427.33984375
285,0.91796875,0.4115741038322455,0.0070551660521403,2454.34765625
286,0.896484375,0.4098211479187018,0.0109387957570084,2659.978515625
287,0.9140625,0.4077022719383246,0.0080680255474908,2360.216796875
288,0.876953125,0.4058775234222418,0.0122082136015467,2601.166015625
289,0.8828125,0.4040599155426032,0.0120297094456464,2607.015625
290,0.951171875,0.4017846894264227,0.004015644435758,2232.134765625
291,0.861328125,0.4000148224830633,0.0155812955959663,2646.125
292,0.916015625,0.3979732084274298,0.0079016752415577,2423.509765625
293,0.919921875,0.3960058450698859,0.0089418876557829,2484.3359375
294,0.90234375,0.3940298342704779,0.0101947591636076,2477.251953125
296,0.921875,0.3900297021865851,0.0093745889743741,2469.74609375
297,0.91796875,0.3880358171463019,0.0077732474482491,2462.609375
298,0.92578125,0.3858638286590582,0.0064301589572278,2316.70703125
299,0.888671875,0.3840364575386054,0.0100950264087714,2599.017578125
300,0.912109375,0.382080359458924,0.011523005528744,2493.564453125
301,0.935546875,0.3799356651306159,0.0052024386712787,2339.06640625
302,0.943359375,0.3777664017677313,0.0039829662312968,2318.939453125
303,0.904296875,0.3757995986938482,0.0092701875372756,2484.794921875
304,0.9140625,0.3738218331336981,0.0070068912068018,2475.814453125
305,0.90234375,0.3719138765335089,0.0068233136894821,2533.001953125
306,0.89453125,0.3699315071105963,0.0075975238726482,2472.04296875
307,0.9140625,0.3678581070899969,0.005459842685741,2397.470703125
308,0.85546875,0.3660159277915961,0.0138302518423165,2586.88671875
309,0.890625,0.3641467118263251,0.0080952247518337,2564.73828125
310,0.935546875,0.3619711422920233,0.0046726169658882,2313.7734375
311,0.91796875,0.3600105929374701,0.0076540042423914,2489.91796875
312,0.9375,0.35789779663086,0.0039414611882421,2365.197265625
313,0.935546875,0.3558168315887458,0.0043606779573019,2391.2734375
314,0.9296875,0.3535860514640814,0.0036719264360635,2268.544921875
315,0.92578125,0.3515291237831122,0.0087975342652055,2410.96484375
316,0.943359375,0.3493555545806891,0.0027513499440078,2315.412109375
317,0.890625,0.3474504971504218,0.0073499281042359,2535.376953125
318,0.85546875,0.3457120251655585,0.0131889077549726,2671.84375
319,0.94921875,0.3434762334823615,0.0018240468780788,2264.439453125
320,0.91015625,0.3414716577529914,0.0061031810591157,2453.8515625
321,0.916015625,0.3394942045211798,0.0082504124156685,2476.0703125
322,0.89453125,0.3374493312835699,0.007926785096447,2420.83984375
323,0.931640625,0.3354199910163886,0.004815666001632,2433.564453125
324,0.927734375,0.3332879185676581,0.0053903219877406,2349.40625
325,0.92578125,0.3311711215972907,0.0058808260625255,2361.919921875
326,0.927734375,0.3292621970176703,0.0071432712962405,2532.208984375
327,0.89453125,0.3272838306427008,0.0095193368279353,2475.322265625
328,0.912109375,0.3254167294502264,0.0067557285998782,2566.470703125
329,0.94921875,0.3231768846511846,0.0035922037538398,2261.119140625
330,0.892578125,0.3211826539039618,0.0073060112482608,2462.326171875
331,0.95703125,0.3189883422851568,0.0021018556319131,2298.419921875
332,0.935546875,0.3167704033851629,0.0032897376379696,2279.064453125
333,0.9296875,0.3146071505546575,0.0044386935586339,2323.86328125
334,0.935546875,0.3124019026756292,0.0039620826021666,2289.4609375
335,0.904296875,0.310355265140534,0.0071696775320902,2419.39453125
336,0.9140625,0.3082401227951055,0.0059547782701133,2363.275390625
337,0.951171875,0.3059510040283208,0.0032823650466252,2220.75390625
338,0.96875,0.3036056375503546,0.0016705727325097,2174.67578125
339,0.943359375,0.3013662171363836,0.0057256712747175,2261.466796875
340,0.9140625,0.299097027778626,0.0049045700983356,2237.080078125
341,0.947265625,0.2968310642242437,0.0027525771313321,2239.72265625
342,0.931640625,0.2947719812393194,0.0039512329048557,2409.19921875
343,0.955078125,0.2923800230026251,0.0022369842917555,2136.5078125
344,0.9140625,0.2903890705108649,0.004007700033776,2465.01171875
345,0.935546875,0.2881143140792853,0.0035197256962374,2232.51953125
346,0.955078125,0.2858360958099371,0.0020016792088199,2229.68359375
347,0.939453125,0.28371171951294,0.0046867179825403,2355.7109375
348,0.9375,0.2814447402954108,0.0040332305401989,2238.890625
349,0.978515625,0.2790866780281073,0.0011489145382256,2164.275390625
350,0.927734375,0.2770013332366949,0.0044665270684515,2387.685546875
351,0.96875,0.2745819711685187,0.0016860590070564,2114.05859375
352,0.943359375,0.272291357517243,0.0027597612325143,2219.529296875
353,0.96875,0.2698001050949102,0.0025070542441847,2055.166015625
354,0.931640625,0.2676635980606085,0.0041030572661361,2345.7734375
355,0.953125,0.2654649162292486,0.0033485518258658,2294.83984375
356,0.95703125,0.263051638603211,0.0021348313389808,2119.04296875
357,0.955078125,0.2607044410705572,0.002350736026317,2173.17578125
358,0.94921875,0.2584336018562322,0.0024233686324259,2235.728515625
359,0.94140625,0.2560874366760259,0.0035856449667028,2174.021484375
360,0.919921875,0.2539722681045538,0.00386569975989,2363.25390625
361,0.935546875,0.2517890238761908,0.004599386582538,2307.486328125
362,0.953125,0.2493881249427801,0.0015361979296187,2129.18359375
363,0.966796875,0.2470213532447821,0.0011885806602492,2157.140625
364,0.939453125,0.2447020578384405,0.0027778170459612,2196.033203125
365,0.94140625,0.2425012588500983,0.0029433295292733,2293.10546875
366,0.93359375,0.2403631615638739,0.0028392676877047,2344.470703125
367,0.951171875,0.238010351657868,0.0024223687265646,2168.578125
368,0.953125,0.2356829643249518,0.001639508028054,2189.404296875
369,0.919921875,0.2334315133094794,0.0042683957424287,2251.611328125
370,0.943359375,0.2312056374549872,0.0016835458940534,2272.5625
371,0.962890625,0.228773839473725,0.0015691518010601,2103.87109375
372,0.9453125,0.2265174007415778,0.0025146935212842,2247.525390625
373,0.966796875,0.2241621804237372,0.0014193845573163,2166.603515625
374,0.962890625,0.2218248796463019,0.0014608500098472,2181.283203125
375,0.951171875,0.2193675780296332,0.0018881778366881,2082.978515625
376,0.947265625,0.2170886039733893,0.0031778273680402,2229.064453125
377,0.962890625,0.2147061276435858,0.0012113432138903,2144.275390625
378,0.923828125,0.2125361275672919,0.0019356960083757,2318.3359375
379,0.91796875,0.2104505753517157,0.0035404918749634,2387.515625
380,0.970703125,0.2079606580734259,0.0010850916248693,2056.259765625
381,0.931640625,0.205718100070954,0.001974640171154,2258.896484375
382,0.94140625,0.2034247422218329,0.0041433939117894,2217.28125
383,0.921875,0.2010823154449469,0.0028877041702003,2177.083984375
384,0.951171875,0.1987440323829657,0.0018669480152266,2180.478515625
385,0.970703125,0.1963258886337287,0.0010760967672865,2115.056640625
386,0.9375,0.1940325522422797,0.0025324859329794,2217.298828125
387,0.951171875,0.1918593811988837,0.0020630540132037,2315.73828125
388,0.9296875,0.189527709484101,0.0028073296410889,2185.89453125
389,0.951171875,0.1873312854766853,0.0010126390384527,2296.689453125
390,0.970703125,0.1848239445686347,0.0011883999929341,2041.986328125
391,0.93359375,0.1825781726837165,0.0024144348074924,2256.263671875
392,0.974609375,0.1800939249992378,0.0006135992818235,2060.904296875
393,0.953125,0.1776252651214606,0.0019211202603139,2073.673828125
394,0.947265625,0.1752375173568733,0.0019405233617772,2139.95703125
395,0.953125,0.1728082013130195,0.0015251327356327,2105.904296875
396,0.9296875,0.1705419516563422,0.0025911935322233,2239.48828125
397,0.9765625,0.1679969739913947,0.0012188352448583,2011.154296875
398,0.986328125,0.1653560972213752,0.0001643799737121,1932.59375
399,0.9453125,0.1629021644592292,0.0029161118982483,2085.73828125
400,0.96875,0.1604585313797004,0.0007248892778079,2094.17578125
401,0.92578125,0.1581063580513007,0.0027728162656785,2169.099609375
402,0.9765625,0.1555941128730781,0.0005590995556394,2037.96875
403,0.998046875,0.1528538131713874,3.390622595929942e-05,1851.146484375
404,0.97265625,0.1502561140060432,0.0007094760024119,1967.96484375
405,0.962890625,0.1479409074783332,0.0009899562488658,2199.3828125
406,0.96484375,0.1453188014030463,0.0006078752516464,1947.970703125
407,0.94140625,0.143062980175019,0.0015313149415044,2248.03125
408,0.9375,0.1407352352142341,0.0027053111099246,2189.111328125
409,0.931640625,0.1383926653862006,0.0019606882892867,2176.966796875
410,0.955078125,0.1360554671287543,0.0009686124527638,2181.3671875
411,0.958984375,0.1336279606819159,0.0010171306675169,2107.38671875
412,0.966796875,0.1310258603096015,0.0005997848481649,1964.359375
413,0.91796875,0.1287380957603461,0.0017725633062571,2221.86328125
414,0.98046875,0.1261171269416816,0.0005745219412904,1948.90234375
415,0.9765625,0.1235996246337897,0.0003370096108346,2033.662109375
416,0.982421875,0.1210633563995368,0.0002117013224051,2018.2890625
417,0.958984375,0.1187524342536933,0.0008970277286016,2202.892578125
418,0.9296875,0.1163664269447333,0.0016549390046589,2141.3828125
419,0.970703125,0.1138654112815863,0.0004057270592784,2047.16796875
421,0.9453125,0.1089459872245795,0.0010118200630699,2191.2421875
422,0.95703125,0.1064348053932197,0.001397441414042,2038.83984375
423,0.974609375,0.1038480019569404,0.0006916999639054,1976.890625
424,0.98828125,0.101233179569245,0.0002983494814827,1953.9375
425,0.958984375,0.0987104749679572,0.0005716822364991,2029.400390625
426,0.953125,0.0963256359100348,0.001025535501767,2142.33984375
427,0.966796875,0.0939495205879218,0.0003595988290499,2149.486328125
428,0.958984375,0.0914953017234809,0.000737340526274,2085.50390625
429,0.96875,0.089053757190705,0.0006546435367397,2095.88671875
